Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
575941,ChatGPT,1980,502,2482,Conversation log
575957,ChatGPT,297,344,641,Conversation log
575960,ChatGPT,500,183,683,Conversation log
575962,ChatGPT,371,58,429,Conversation log
575976,ChatGPT,53,41,94,Conversation log
575982,ChatGPT,443,12,455,Conversation log
575984,GPT-4,2260,344,2604,Conversation log
576016,ChatGPT,0,0,0,Conversation log
576022,ChatGPT,1951,335,2286,Conversation log
576031,ChatGPT,583,387,970,Conversation log
576039,GPT-4,1553,509,2062,Conversation log
576066,ChatGPT,303,36,339,Conversation log
576071,ChatGPT,346,331,677,Conversation log
576072,ChatGPT,586,194,780,Conversation log
576074,ChatGPT,36,243,279,Conversation log
576079,ChatGPT,15,460,475,Conversation log
576107,ChatGPT,425,35,460,Conversation log
576118,ChatGPT,489,417,906,Conversation log
576133,GPT-4,1048,63,1111,Conversation log
576136,GPT-4,2095,502,2597,Conversation log
576149,ChatGPT,108,14,122,Conversation log
576151,ChatGPT,12,103,115,Conversation log
576155,ChatGPT,530,444,974,Conversation log
576161,ChatGPT,1295,269,1564,Conversation log
576168,ChatGPT,825,140,965,Conversation log
576172,ChatGPT,216,287,503,Conversation log
576178,ChatGPT,923,209,1132,Conversation log
576181,ChatGPT,614,184,798,Conversation log
576219,ChatGPT,1147,339,1486,Conversation log
576233,ChatGPT,736,112,848,Conversation log
576248,ChatGPT,1068,140,1208,Conversation log
576249,GPT-4,1258,375,1633,Conversation log
576254,ChatGPT,989,205,1194,Conversation log
576257,ChatGPT,768,202,970,Conversation log
576258,GPT-4,1713,741,2454,Conversation log
576281,GPT-4,1187,314,1501,Conversation log
576283,ChatGPT,792,187,979,Conversation log
576291,ChatGPT,384,98,482,Conversation log
576294,ChatGPT,457,261,718,Conversation log
576326,ChatGPT,2009,391,2400,Conversation log
576337,ChatGPT,983,201,1184,Conversation log
576349,GPT-4,266,34,300,Conversation log
576353,ChatGPT,784,179,963,Conversation log
576354,ChatGPT,1233,307,1540,Conversation log
576365,ChatGPT,1393,232,1625,Conversation log
576395,ChatGPT,158,49,207,Conversation log
576414,GPT-4,1466,243,1709,Conversation log
576415,ChatGPT,780,152,932,Conversation log
576431,ChatGPT,162,362,524,Conversation log
576435,ChatGPT,0,0,0,Conversation log
576440,ChatGPT,122,44,166,Conversation log
576442,ChatGPT,541,367,908,Conversation log
576454,ChatGPT,175,8,183,Conversation log
576465,ChatGPT,820,203,1023,Conversation log
576470,ChatGPT,1080,370,1450,Conversation log
576474,ChatGPT,0,0,0,Conversation log
576486,ChatGPT,0,0,0,Conversation log
576487,ChatGPT,223,171,394,Conversation log
576487,ChatGPT,321,129,450,Conversation log
576488,ChatGPT,0,0,0,Conversation log
576490,ChatGPT,1918,348,2266,Conversation log
576510,ChatGPT,0,0,0,Conversation log
576511,ChatGPT,1623,114,1737,Conversation log
576513,ChatGPT,27,33,60,Conversation log
576516,ChatGPT,823,38,861,Conversation log
576518,ChatGPT,727,95,822,Conversation log
576521,GPT-4,1792,21,1813,Conversation log
576535,GPT-4,1259,220,1479,Conversation log
576535,GPT-4,21,142,163,Conversation log
576542,ChatGPT,1856,510,2366,Conversation log
576545,GPT-4,88,66,154,Conversation log
576583,ChatGPT,225,393,618,Conversation log
576586,GPT-4,25,3,28,Conversation log
576606,GPT-4,1215,412,1627,Conversation log
576613,GPT-4,54,91,145,Conversation log
576634,GPT-4,172,20,192,Conversation log
576635,ChatGPT,521,263,784,Conversation log
576655,GPT-4,193,157,350,Conversation log
576658,GPT-4,36,356,392,Conversation log
576680,GPT-4,2241,219,2460,Conversation log
576704,GPT-4,408,377,785,Conversation log
576704,GPT-4,528,315,843,Conversation log
576725,ChatGPT,764,10,774,Conversation log
576735,ChatGPT,16,312,328,Conversation log
576740,GPT-4,2482,130,2612,Conversation log
576761,ChatGPT,34,131,165,Conversation log
576777,ChatGPT,40,216,256,Conversation log
576778,GPT-4,729,175,904,Conversation log
576797,GPT-4,1110,63,1173,Conversation log
576846,GPT-4,925,70,995,Conversation log
576861,ChatGPT,770,197,967,Conversation log
576863,GPT-4,1086,145,1231,Conversation log
576883,GPT-4,1455,408,1863,Conversation log
576915,ChatGPT,352,371,723,Conversation log
576917,ChatGPT,719,181,900,Conversation log
576939,ChatGPT,0,0,0,Conversation log
576944,ChatGPT,818,73,891,Conversation log
576957,ChatGPT,878,177,1055,Conversation log
576963,ChatGPT,0,0,0,Conversation log
576982,ChatGPT,1264,270,1534,Conversation log
577009,ChatGPT,22,383,405,Conversation log
577065,ChatGPT,109,67,176,Conversation log
577069,GPT-4,1010,74,1084,Conversation log
577084,ChatGPT,56,218,274,Conversation log
577110,ChatGPT,38,389,427,Conversation log
577112,ChatGPT,925,62,987,Conversation log
577117,GPT-4,1382,12,1394,Conversation log
577125,ChatGPT,299,323,622,Conversation log
577128,GPT-4,1347,592,1939,Conversation log
577135,ChatGPT,267,113,380,Conversation log
577157,ChatGPT,0,0,0,Conversation log
577161,ChatGPT,0,0,0,Conversation log
577171,ChatGPT,127,78,205,Conversation log
577206,GPT-4,26,562,588,Conversation log
577239,ChatGPT,0,0,0,Conversation log
577247,GPT-4,2619,367,2986,Conversation log
577272,ChatGPT,19,3,22,Conversation log
577280,GPT-4,2317,511,2828,Conversation log
577308,ChatGPT,34,2,36,Conversation log
577309,GPT-4,863,17,880,Conversation log
577371,ChatGPT,17,174,191,Conversation log
577393,ChatGPT,474,521,995,Conversation log
577405,GPT-4,2151,298,2449,Conversation log
577411,ChatGPT,208,272,480,Conversation log
577432,ChatGPT,506,218,724,Conversation log
577433,ChatGPT,830,309,1139,Conversation log
577453,ChatGPT,1216,541,1757,Conversation log
577539,ChatGPT,36,103,139,Conversation log
577573,ChatGPT,667,240,907,Conversation log
577590,ChatGPT,1166,463,1629,Conversation log
577597,GPT-4,1846,718,2564,Conversation log
577613,ChatGPT,167,203,370,Conversation log
577663,ChatGPT,21,405,426,Conversation log
577667,GPT-4,0,0,0,Conversation log
577682,GPT-4,0,0,0,Conversation log
577696,ChatGPT,1706,40,1746,Conversation log
577696,GPT-4,0,0,0,Conversation log
577714,GPT-4,1433,183,1616,Conversation log
577714,ChatGPT,896,111,1007,Conversation log
577718,ChatGPT,1421,61,1482,Conversation log
577727,GPT-4,0,0,0,Conversation log
577750,GPT-4,0,0,0,Conversation log
577757,ChatGPT,0,0,0,Conversation log
577768,ChatGPT,0,0,0,Conversation log
577808,ChatGPT,1337,83,1420,Conversation log
577827,ChatGPT,35,569,604,Conversation log
577832,ChatGPT,1938,381,2319,Conversation log
577881,GPT-4,632,106,738,Conversation log
577883,ChatGPT,0,0,0,Conversation log
577905,ChatGPT,12,73,85,Conversation log
577920,ChatGPT,934,331,1265,Conversation log
578008,ChatGPT,20,299,319,Conversation log
578009,GPT-4,1863,42,1905,Conversation log
578031,ChatGPT,1690,498,2188,Conversation log
578043,ChatGPT,602,94,696,Conversation log
578043,GPT-4,1187,20,1207,Conversation log
578048,ChatGPT,39,746,785,Conversation log
578062,ChatGPT,343,290,633,Conversation log
578068,ChatGPT,101,392,493,Conversation log
578081,ChatGPT,26,184,210,Conversation log
578087,ChatGPT,1994,250,2244,Conversation log
578121,GPT-4,699,76,775,Conversation log
578138,ChatGPT,67,49,116,Conversation log
578181,ChatGPT,26,121,147,Conversation log
578187,ChatGPT,1434,336,1770,Conversation log
578210,ChatGPT,428,347,775,Conversation log
578215,ChatGPT,606,54,660,Conversation log
578249,GPT-4,1885,47,1932,Conversation log
578250,ChatGPT,39,16,55,Conversation log
578312,ChatGPT,1528,541,2069,Conversation log
578313,ChatGPT,1401,30,1431,Conversation log
578372,ChatGPT,165,156,321,Conversation log
578376,ChatGPT,197,131,328,Conversation log
578404,ChatGPT,131,8,139,Conversation log
578412,ChatGPT,338,166,504,Conversation log
578415,GPT-4,20,446,466,Conversation log
578474,ChatGPT,18,344,362,Conversation log
578500,GPT-4,1561,329,1890,Conversation log
578544,ChatGPT,17,187,204,Conversation log
578571,ChatGPT,455,386,841,Conversation log
578580,ChatGPT,587,88,675,Conversation log
578582,GPT-4,29,311,340,Conversation log
578619,GPT-4,2511,597,3108,Conversation log
578621,ChatGPT,695,233,928,Conversation log
578685,GPT-4,87,47,134,Conversation log
578686,ChatGPT,966,230,1196,Conversation log
578700,GPT-4,86,221,307,Conversation log
578718,GPT-4,334,205,539,Conversation log
578728,GPT-4,15,197,212,Conversation log
578811,ChatGPT,566,13,579,Conversation log
578824,ChatGPT,560,13,573,Conversation log
578835,ChatGPT,1332,307,1639,Conversation log
578851,ChatGPT,259,23,282,Conversation log
578882,ChatGPT,235,23,258,Conversation log
578887,GPT-4,2507,655,3162,Conversation log
578918,GPT-4,42,320,362,Conversation log
578922,ChatGPT,875,496,1371,Conversation log
578936,ChatGPT,686,113,799,Conversation log
578971,GPT-4,85,241,326,Conversation log
578992,ChatGPT,28,452,480,Conversation log
579005,ChatGPT,28,274,302,Conversation log
579015,ChatGPT,1384,327,1711,Conversation log
579026,ChatGPT,806,34,840,Conversation log
579055,ChatGPT,158,154,312,Conversation log
579063,ChatGPT,16,42,58,Conversation log
579072,ChatGPT,215,391,606,Conversation log
579084,ChatGPT,223,181,404,Conversation log
579122,ChatGPT,317,232,549,Conversation log
579178,ChatGPT,38,43,81,Conversation log
579207,ChatGPT,13,392,405,Conversation log
579209,GPT-4,492,382,874,Conversation log
579211,ChatGPT,51,10,61,Conversation log
579213,GPT-4,120,74,194,Conversation log
579229,ChatGPT,1079,245,1324,Conversation log
579231,ChatGPT,416,399,815,Conversation log
579256,GPT-4,8,9,17,Conversation log
579261,GPT-4,895,276,1171,Conversation log
579271,ChatGPT,21,286,307,Conversation log
579273,ChatGPT,1316,489,1805,Conversation log
579330,GPT-4,1974,173,2147,Conversation log
579366,GPT-4,100,109,209,Conversation log
579372,ChatGPT,1389,338,1727,Conversation log
579388,ChatGPT,13,421,434,Conversation log
579422,ChatGPT,811,424,1235,Conversation log
579473,ChatGPT,855,190,1045,Conversation log
579486,ChatGPT,25,261,286,Conversation log
579497,GPT-4,821,168,989,Conversation log
579516,ChatGPT,306,283,589,Conversation log
579523,ChatGPT,1032,244,1276,Conversation log
579525,GPT-4,1175,192,1367,Conversation log
579528,ChatGPT,160,158,318,Conversation log
579543,ChatGPT,370,494,864,Conversation log
579554,ChatGPT,1470,405,1875,Conversation log
579564,GPT-4,1194,358,1552,Conversation log
579615,ChatGPT,1690,399,2089,Conversation log
579623,ChatGPT,1398,337,1735,Conversation log
579629,ChatGPT,41,450,491,Conversation log
579637,ChatGPT,1080,236,1316,Conversation log
579643,ChatGPT,15,166,181,Conversation log
579660,ChatGPT,1598,360,1958,Conversation log
579685,ChatGPT,882,274,1156,Conversation log
579685,ChatGPT,1815,194,2009,Conversation log
579692,ChatGPT,30,184,214,Conversation log
579730,GPT-4,2564,480,3044,Conversation log
579733,ChatGPT,448,19,467,Conversation log
579758,GPT-4,2424,495,2919,Conversation log
579799,ChatGPT,64,427,491,Conversation log
579804,ChatGPT,1666,362,2028,Conversation log
579808,GPT-4,279,423,702,Conversation log
579816,ChatGPT,501,298,799,Conversation log
579845,ChatGPT,1746,321,2067,Conversation log
579859,ChatGPT,1391,170,1561,Conversation log
579872,ChatGPT,65,368,433,Conversation log
579893,ChatGPT,550,454,1004,Conversation log
579923,ChatGPT,1195,310,1505,Conversation log
579940,ChatGPT,1769,557,2326,Conversation log
579944,GPT-4,54,263,317,Conversation log
579963,ChatGPT,0,0,0,Conversation log
579974,ChatGPT,606,296,902,Conversation log
580002,ChatGPT,12,391,403,Conversation log
580026,ChatGPT,421,436,857,Conversation log
580026,ChatGPT,1687,361,2048,Conversation log
580042,GPT-4,2429,531,2960,Conversation log
580043,ChatGPT,19,370,389,Conversation log
580058,ChatGPT,873,400,1273,Conversation log
580072,ChatGPT,98,287,385,Conversation log
580116,ChatGPT,889,26,915,Conversation log
580121,ChatGPT,1936,220,2156,Conversation log
580146,GPT-4,2631,588,3219,Conversation log
580155,ChatGPT,207,297,504,Conversation log
580160,ChatGPT,0,0,0,Conversation log
580163,ChatGPT,533,41,574,Conversation log
580167,ChatGPT,151,42,193,Conversation log
580191,ChatGPT,278,189,467,Conversation log
580192,GPT-4,54,307,361,Conversation log
580197,ChatGPT,2016,547,2563,Conversation log
580199,ChatGPT,20,272,292,Conversation log
580223,ChatGPT,25,61,86,Conversation log
580300,ChatGPT,161,272,433,Conversation log
580329,ChatGPT,128,133,261,Conversation log
580342,ChatGPT,70,376,446,Conversation log
580361,GPT-4,755,303,1058,Conversation log
580368,ChatGPT,1290,709,1999,Conversation log
580418,GPT-4,1076,451,1527,Conversation log
580443,ChatGPT,153,728,881,Conversation log
580447,ChatGPT,401,270,671,Conversation log
580455,ChatGPT,565,270,835,Conversation log
580480,ChatGPT,616,136,752,Conversation log
580481,ChatGPT,30,442,472,Conversation log
580489,ChatGPT,914,634,1548,Conversation log
580490,GPT-4,75,247,322,Conversation log
580503,ChatGPT,13,140,153,Conversation log
580521,ChatGPT,22,343,365,Conversation log
580530,ChatGPT,865,468,1333,Conversation log
580547,ChatGPT,383,453,836,Conversation log
580565,ChatGPT,187,230,417,Conversation log
580566,GPT-4,418,298,716,Conversation log
580593,ChatGPT,707,235,942,Conversation log
580599,ChatGPT,92,19,111,Conversation log
580633,GPT-4,23,6,29,Conversation log
580660,ChatGPT,0,0,0,Conversation log
580662,ChatGPT,967,299,1266,Conversation log
580683,ChatGPT,300,840,1140,Conversation log
580702,GPT-4,2972,752,3724,Conversation log
580709,GPT-4,54,497,551,Conversation log
580725,ChatGPT,952,282,1234,Conversation log
580746,ChatGPT,60,269,329,Conversation log
580775,ChatGPT,908,791,1699,Conversation log
580814,ChatGPT,347,276,623,Conversation log
580834,ChatGPT,1722,504,2226,Conversation log
580859,ChatGPT,790,127,917,Conversation log
580882,GPT-4,76,422,498,Conversation log
580951,ChatGPT,0,0,0,Conversation log
581054,ChatGPT,16,287,303,Conversation log
581078,ChatGPT,1055,227,1282,Conversation log
581081,ChatGPT,333,342,675,Conversation log
581084,ChatGPT,1392,339,1731,Conversation log
581101,GPT-4,1552,197,1749,Conversation log
581127,GPT-4,18,120,138,Conversation log
581153,GPT-4,1585,120,1705,Conversation log
581192,ChatGPT,520,36,556,Conversation log
581217,GPT-4,70,273,343,Conversation log
581221,ChatGPT,1369,241,1610,Conversation log
581222,ChatGPT,144,120,264,Conversation log
581228,ChatGPT,9,9,18,Conversation log
581270,ChatGPT,0,0,0,Conversation log
581280,ChatGPT,695,104,799,Conversation log
581294,ChatGPT,833,212,1045,Conversation log
581311,ChatGPT,622,33,655,Conversation log
581314,ChatGPT,822,102,924,Conversation log
581315,ChatGPT,1349,231,1580,Conversation log
581330,GPT-4,13,246,259,Conversation log
581336,ChatGPT,674,34,708,Conversation log
581336,ChatGPT,19,902,921,Conversation log
581342,ChatGPT,813,234,1047,Conversation log
581343,GPT-4,156,219,375,Conversation log
581379,GPT-4,283,318,601,Conversation log
581408,ChatGPT,745,26,771,Conversation log
581421,GPT-4,363,203,566,Conversation log
581433,ChatGPT,41,29,70,Conversation log
581443,ChatGPT,983,1034,2017,Conversation log
581449,ChatGPT,763,43,806,Conversation log
581449,ChatGPT,616,133,749,Conversation log
581456,ChatGPT,735,43,778,Conversation log
581465,ChatGPT,29,401,430,Conversation log
581468,ChatGPT,2014,456,2470,Conversation log
581528,GPT-4,1375,85,1460,Conversation log
581539,ChatGPT,127,644,771,Conversation log
581555,ChatGPT,1441,335,1776,Conversation log
581621,GPT-4,638,361,999,Conversation log
581691,GPT-4,1022,376,1398,Conversation log
581701,ChatGPT,293,56,349,Conversation log
581719,ChatGPT,15,3,18,Conversation log
581732,ChatGPT,34,235,269,Conversation log
581741,ChatGPT,97,337,434,Conversation log
581751,ChatGPT,382,19,401,Conversation log
581756,ChatGPT,293,19,312,Conversation log
581781,ChatGPT,898,7,905,Conversation log
581787,ChatGPT,333,24,357,Conversation log
581799,GPT-4,1425,318,1743,Conversation log
581812,ChatGPT,95,390,485,Conversation log
581819,ChatGPT,923,17,940,Conversation log
581820,ChatGPT,860,386,1246,Conversation log
581907,ChatGPT,1544,343,1887,Conversation log
581922,GPT-4,1502,420,1922,Conversation log
581950,ChatGPT,30,216,246,Conversation log
581977,GPT-4,262,621,883,Conversation log
581999,GPT-4,95,526,621,Conversation log
582002,ChatGPT,1587,210,1797,Conversation log
582005,ChatGPT,51,45,96,Conversation log
582017,ChatGPT,1594,311,1905,Conversation log
582027,ChatGPT,512,303,815,Conversation log
582071,ChatGPT,379,36,415,Conversation log
582132,ChatGPT,21,9,30,Conversation log
582155,GPT-4,699,294,993,Conversation log
582156,ChatGPT,915,290,1205,Conversation log
582181,ChatGPT,102,177,279,Conversation log
582267,ChatGPT,1680,262,1942,Conversation log
582289,GPT-4,583,462,1045,Conversation log
582355,ChatGPT,57,21,78,Conversation log
582422,GPT-4,1045,338,1383,Conversation log
582442,ChatGPT,0,0,0,Conversation log
582448,ChatGPT,415,243,658,Conversation log
582475,ChatGPT,99,202,301,Conversation log
582529,ChatGPT,61,52,113,Conversation log
582543,ChatGPT,362,82,444,Conversation log
582579,ChatGPT,605,53,658,Conversation log
582865,ChatGPT,413,22,435,Conversation log
582939,ChatGPT,467,177,644,Conversation log
582952,ChatGPT,31,68,99,Conversation log
582982,ChatGPT,201,21,222,Conversation log
582994,ChatGPT,14,410,424,Conversation log
582996,ChatGPT,158,34,192,Conversation log
583002,ChatGPT,90,817,907,Conversation log
583014,GPT-4,438,495,933,Conversation log
583088,ChatGPT,236,30,266,Conversation log
583091,ChatGPT,33,30,63,Conversation log
583100,ChatGPT,145,78,223,Conversation log
583123,ChatGPT,17,80,97,Conversation log
583182,ChatGPT,251,67,318,Conversation log
583207,ChatGPT,849,332,1181,Conversation log
583252,GPT-4,1502,151,1653,Conversation log
583264,ChatGPT,356,73,429,Conversation log
583338,GPT-4,125,217,342,Conversation log
583400,ChatGPT,0,0,0,Conversation log
583431,ChatGPT,49,493,542,Conversation log
583486,GPT-4,25,144,169,Conversation log
583515,ChatGPT,194,26,220,Conversation log
583527,ChatGPT,636,277,913,Conversation log
583591,GPT-4,535,241,776,Conversation log
583605,ChatGPT,36,7,43,Conversation log
583760,GPT-4,255,378,633,Conversation log
583775,GPT-4,256,469,725,Conversation log
583943,ChatGPT,567,365,932,Conversation log
583969,GPT-4,818,241,1059,Conversation log
584011,GPT-4,16,348,364,Conversation log
584014,GPT-4,926,57,983,API log
584019,ChatGPT,1419,301,1720,Conversation log
584098,ChatGPT,948,287,1235,Conversation log
584117,GPT-4,384,386,770,Conversation log
584122,ChatGPT,1475,182,1657,Conversation log
584129,ChatGPT,51,251,302,Conversation log
584201,GPT-4,1172,190,1362,Conversation log
584276,ChatGPT,1468,174,1642,Conversation log
584292,GPT-4,1392,15,1407,Conversation log
584294,GPT-4,28,99,127,Conversation log
584322,GPT-4,1423,13,1436,Conversation log
584348,GPT-4,829,15,844,Conversation log
584368,GPT-4,1555,613,2168,Conversation log
584374,ChatGPT,788,179,967,Conversation log
584421,GPT-4,454,16,470,Conversation log
584431,GPT-4,1308,299,1607,Conversation log
584443,GPT-4,187,21,208,Conversation log
584527,GPT-4,188,7,195,Conversation log
584574,GPT-4,272,464,736,Conversation log
584599,ChatGPT,1038,252,1290,Conversation log
584628,ChatGPT,1306,369,1675,Conversation log
584658,ChatGPT,1252,294,1546,Conversation log
584720,ChatGPT,74,325,399,Conversation log
584790,GPT-4,809,429,1238,Conversation log
584798,ChatGPT,1710,327,2037,Conversation log
584844,ChatGPT,1835,963,2798,Conversation log
584894,ChatGPT,722,191,913,Conversation log
584907,ChatGPT,0,0,0,Conversation log
584908,ChatGPT,1563,298,1861,Conversation log
584911,ChatGPT,54,318,372,Conversation log
584988,ChatGPT,0,0,0,Conversation log
584993,ChatGPT,64,310,374,Conversation log
585076,ChatGPT,935,683,1618,Conversation log
585077,GPT-4,439,253,692,Conversation log
585096,ChatGPT,1172,351,1523,Conversation log
585146,ChatGPT,221,273,494,Conversation log
585179,ChatGPT,39,232,271,Conversation log
585184,ChatGPT,636,201,837,Conversation log
585199,ChatGPT,985,216,1201,Conversation log
585201,ChatGPT,317,180,497,Conversation log
585213,ChatGPT,1271,89,1360,Conversation log
585219,ChatGPT,1881,674,2555,Conversation log
585235,GPT-4,121,113,234,Conversation log
585253,ChatGPT,65,187,252,Conversation log
585268,GPT-4,1269,484,1753,Conversation log
585270,ChatGPT,503,187,690,Conversation log
585331,ChatGPT,708,315,1023,Conversation log
585359,ChatGPT,537,314,851,Conversation log
585390,ChatGPT,29,6,35,Conversation log
585407,ChatGPT,880,248,1128,Conversation log
585412,GPT-4,269,467,736,Conversation log
585434,ChatGPT,1791,484,2275,Conversation log
585438,GPT-4,712,41,753,Conversation log
585440,ChatGPT,1151,273,1424,Conversation log
585463,GPT-4,103,69,172,Conversation log
585468,ChatGPT,544,95,639,Conversation log
585496,ChatGPT,22,262,284,Conversation log
585496,GPT-4,770,93,863,Conversation log
585498,ChatGPT,1177,244,1421,Conversation log
585516,GPT-4,879,26,905,Conversation log
585537,ChatGPT,318,269,587,Conversation log
585556,ChatGPT,0,0,0,Conversation log
585572,ChatGPT,22,345,367,Conversation log
585573,ChatGPT,14,671,685,Conversation log
585602,ChatGPT,707,659,1366,Conversation log
585624,GPT-4,548,189,737,Conversation log
585629,ChatGPT,604,214,818,Conversation log
585658,ChatGPT,308,326,634,Conversation log
585682,ChatGPT,841,235,1076,Conversation log
585711,GPT-4,439,320,759,Conversation log
585723,ChatGPT,1090,253,1343,Conversation log
585758,ChatGPT,1059,248,1307,Conversation log
585778,ChatGPT,1039,490,1529,Conversation log
585800,ChatGPT,1212,526,1738,Conversation log
585801,ChatGPT,1574,284,1858,Conversation log
585826,GPT-4,1166,260,1426,Conversation log
585831,ChatGPT,1614,684,2298,Conversation log
585891,GPT-4,45,592,637,Conversation log
585924,ChatGPT,1731,197,1928,Conversation log
586079,ChatGPT,876,135,1011,Conversation log
586099,ChatGPT,1465,284,1749,Conversation log
586113,ChatGPT,939,209,1148,Conversation log
586124,ChatGPT,1255,299,1554,Conversation log
586142,GPT-4,47,242,289,Conversation log
586154,ChatGPT,1942,5,1947,Conversation log
586156,ChatGPT,25,41,66,Conversation log
586160,ChatGPT,1168,188,1356,Conversation log
586168,ChatGPT,206,138,344,Conversation log
586190,ChatGPT,1614,331,1945,Conversation log
586222,ChatGPT,796,442,1238,Conversation log
586243,ChatGPT,0,0,0,Conversation log
586255,ChatGPT,0,0,0,Conversation log
586270,ChatGPT,384,191,575,Conversation log
586294,ChatGPT,1391,270,1661,Conversation log
586350,ChatGPT,1579,127,1706,Conversation log
586364,GPT-4,834,36,870,Conversation log
586386,GPT-4,131,172,303,Conversation log
586400,ChatGPT,367,43,410,Conversation log
586421,ChatGPT,1488,77,1565,Conversation log
586422,ChatGPT,549,141,690,Conversation log
586425,ChatGPT,1993,415,2408,Conversation log
586460,ChatGPT,712,155,867,Conversation log
586466,ChatGPT,0,0,0,Conversation log
586468,ChatGPT,939,133,1072,Conversation log
586470,ChatGPT,1978,542,2520,Conversation log
586494,ChatGPT,49,293,342,Conversation log
586498,GPT-4,816,141,957,Conversation log
586588,ChatGPT,1608,64,1672,Conversation log
586589,ChatGPT,39,171,210,Conversation log
586677,ChatGPT,1309,278,1587,Conversation log
586677,ChatGPT,1323,18,1341,Conversation log
586702,ChatGPT,1602,100,1702,Conversation log
586783,ChatGPT,167,127,294,Conversation log
586853,GPT-4,56,585,641,Conversation log
586875,GPT-4,77,275,352,Conversation log
586907,ChatGPT,89,336,425,Conversation log
586935,ChatGPT,442,119,561,Conversation log
586946,ChatGPT,1352,360,1712,Conversation log
586946,ChatGPT,83,70,153,Conversation log
586991,ChatGPT,589,219,808,Conversation log
587006,ChatGPT,820,116,936,Conversation log
587047,ChatGPT,167,47,214,Conversation log
587048,ChatGPT,1581,362,1943,Conversation log
587101,GPT-4,1643,569,2212,Conversation log
587121,GPT-4,1232,242,1474,Conversation log
587163,GPT-4,227,43,270,Conversation log
587171,ChatGPT,29,5,34,Conversation log
587186,ChatGPT,48,78,126,Conversation log
587202,ChatGPT,85,590,675,Conversation log
587210,ChatGPT,1547,357,1904,Conversation log
587226,ChatGPT,167,472,639,Conversation log
587229,GPT-4,153,194,347,Conversation log
587236,GPT-4,31,127,158,Conversation log
587247,GPT-4,761,371,1132,Conversation log
587263,ChatGPT,1577,414,1991,Conversation log
587269,ChatGPT,257,23,280,Conversation log
587284,ChatGPT,299,26,325,Conversation log
587298,GPT-4,1685,153,1838,Conversation log
587301,ChatGPT,339,24,363,Conversation log
587305,GPT-4,952,54,1006,Conversation log
587324,ChatGPT,229,24,253,Conversation log
587328,GPT-4,311,27,338,Conversation log
587334,ChatGPT,1693,281,1974,Conversation log
587401,GPT-4,395,50,445,Conversation log
587416,GPT-4,2807,279,3086,Conversation log
587425,GPT-4,33,25,58,Conversation log
587433,ChatGPT,269,71,340,Conversation log
587475,ChatGPT,375,108,483,Conversation log
587493,ChatGPT,33,27,60,Conversation log
587494,GPT-4,680,205,885,Conversation log
587505,GPT-4,33,26,59,Conversation log
587545,GPT-4,2534,321,2855,Conversation log
587661,GPT-4,1043,21,1064,Conversation log
587728,GPT-4,42,43,85,Conversation log
587751,GPT-4,98,69,167,Conversation log
587771,GPT-4,42,10,52,Conversation log
587791,GPT-4,2272,457,2729,Conversation log
587791,GPT-4,65,49,114,Conversation log
587792,ChatGPT,1380,306,1686,Conversation log
587833,GPT-4,1157,238,1395,Conversation log
587883,GPT-4,726,158,884,Conversation log
587978,GPT-4,10,17,27,Conversation log
587983,ChatGPT,0,0,0,Conversation log
587988,GPT-4,98,229,327,Conversation log
587991,GPT-4,33,26,59,Conversation log
587993,ChatGPT,59,1153,1212,Conversation log
587996,GPT-4,845,103,948,Conversation log
588005,ChatGPT,249,331,580,Conversation log
588005,GPT-4,73,45,118,Conversation log
588006,GPT-4,57,456,513,Conversation log
588009,ChatGPT,974,75,1049,Conversation log
588049,ChatGPT,15,192,207,Conversation log
588076,GPT-4,198,125,323,Conversation log
588082,ChatGPT,224,163,387,Conversation log
588110,GPT-4,2171,111,2282,Conversation log
588179,GPT-4,1941,269,2210,Conversation log
588218,GPT-4,321,89,410,Conversation log
588236,ChatGPT,1877,463,2340,Conversation log
588237,ChatGPT,1082,287,1369,Conversation log
588253,ChatGPT,14,370,384,Conversation log
588257,GPT-4,431,244,675,Conversation log
588408,ChatGPT,281,475,756,Conversation log
588423,GPT-4,789,363,1152,Conversation log
588463,ChatGPT,1520,335,1855,Conversation log
588471,ChatGPT,115,378,493,Conversation log
588480,ChatGPT,42,242,284,Conversation log
588483,GPT-4,1412,347,1759,Conversation log
588497,ChatGPT,0,0,0,Conversation log
588532,ChatGPT,507,231,738,Conversation log
588544,GPT-4,1187,357,1544,Conversation log
588584,GPT-4,1860,392,2252,Conversation log
588616,ChatGPT,486,323,809,Conversation log
588658,ChatGPT,826,658,1484,Conversation log
588733,ChatGPT,1925,311,2236,Conversation log
588783,ChatGPT,422,213,635,Conversation log
588792,ChatGPT,810,522,1332,Conversation log
588794,ChatGPT,1479,199,1678,Conversation log
588805,ChatGPT,1875,335,2210,Conversation log
588884,GPT-4,15,32,47,Conversation log
588900,GPT-4,1541,291,1832,Conversation log
588903,ChatGPT,1805,382,2187,Conversation log
588903,GPT-4,251,129,380,Conversation log
588908,ChatGPT,1984,55,2039,Conversation log
588959,GPT-4,739,19,758,Conversation log
588980,GPT-4,18,74,92,Conversation log
588997,GPT-4,2338,395,2733,Conversation log
589016,ChatGPT,315,216,531,Conversation log
589026,GPT-4,244,155,399,Conversation log
589040,GPT-4,110,131,241,Conversation log
